Official/black|black.bmp
Official/Field_Floor/dg1_bottom03|필드바닥\dg1_bottom03.bmp
Official/Peyiyon/a_06|페이욘\a_06.bmp
Official/collection/Magic_Eyes|유저인터페이스\collection\매직아이즈.bmp
Official/login_interface/btn_intro|유저인터페이스\login_interface\btn_intro.bmp
Official/collection/Beurisinggamen|유저인터페이스\collection\브리싱가멘.bmp
Official/collection/Amsokseongal|유저인터페이스\collection\암속성알.bmp
Official/dicastes/dic_trin11|dicastes\dic_trin11.bmp
Official/collection/Amseokhwasaltong|유저인터페이스\collection\암석화살통.bmp
Official/User_Interface/t2_Carrick_1-3|유저인터페이스\t2_캐릭1-3.tga
Official/item/_Green_Dragon_Orb|유저인터페이스\item\용의보주_녹.bmp
Official/effect/wing1|effect\wing1.bmp
Official/collection/Silk_ribbon|유저인터페이스\collection\실크리본.bmp
Official/basic_interface/ico_poison|유저인터페이스\basic_interface\ico_poison.bmp
Official/Prontera/prt_mo_entrance03_|프론테라\prt_mo_entrance03_.bmp
Official/illust/Petstone_shooter|유저인터페이스\illust\펫_stone_shooter.bmp
Official/item/Sprout|유저인터페이스\item\새싹.bmp
Official/collection/Super_glue|유저인터페이스\collection\강력접착제.bmp
Official/Field_Floor/moc-assin_01|필드바닥\moc-assin_01.bmp
Official/item/Dynamite_Staff|유저인터페이스\item\마이트스태프.bmp
Official/collection/Ttanguichaejjik|유저인터페이스\collection\땅의채찍.bmp
Official/effect/Executive_Excellence_NOR|effect\이그노어런스.bmp
Official/Internal_Accessories/bk|내부소품\bk.bmp
Official/collection/Wangribon|유저인터페이스\collection\왕리본.bmp
Official/collection/Benefactor_receives_a_curse|유저인터페이스\collection\저주받은인.bmp
Official/collection/Onyx_Armor|유저인터페이스\collection\칠흑의갑옷.bmp
Official/effect/rk_nauthiz|effect\rk_nauthiz.tga
Official/collection/Shinmyo_PET_bottles|유저인터페이스\collection\신묘_패트병.bmp
Official/item/lg_piety|유저인터페이스\item\lg_piety.bmp
Official/collection/Sujeonghwasaltong|유저인터페이스\collection\수정화살통.bmp
Official/item/Elephant_hats|유저인터페이스\item\코끼리모자.bmp
Official/Field_Floor/dg1_bottom04|필드바닥\dg1_bottom04.bmp
Official/collection/Alba_Rest|유저인터페이스\collection\알바레스트.bmp
Official/effect/ring_black|effect\ring_black.tga
Official/item/Royal_Cookware|유저인터페이스\item\궁중조리기구.bmp
Official/item/Samduryonguimok|유저인터페이스\item\삼두룡의목.bmp
Official/collection/Sombrero|유저인터페이스\collection\솜브레로.bmp
Official/item/Staff_of_ohreudo|유저인터페이스\item\스태프오브오르도.bmp
Official/Other_villages/busi_hotelwall|기타마을\busi_hotelwall.bmp
Official/collection/Magnetic_Field_Generator|유저인터페이스\collection\자기장필드생성기.bmp
Official/collection/Beurwinhilteugapotjogak|유저인터페이스\collection\브륀힐트갑옷조각.bmp
Official/item/Home_gifts|유저인터페이스\item\고향선물.bmp
Official/collection/Nile_Rose|유저인터페이스\collection\나일로즈.bmp
Official/item/Shiny_hair|유저인터페이스\item\윤기있는머리칼.bmp
Official/Other_villages/desert_weapon08|기타마을\desert_weapon08.bmp
Official/item/For_yongtugu|유저인터페이스\item\용투구_은.bmp
Official/item/Cutlass|유저인터페이스\item\갈치.bmp
Official/manuk/manuk_to5|manuk\manuk_to5.bmp
Official/collection/Noranmyoanseok|유저인터페이스\collection\노란묘안석.bmp
Official/effect/ybfire_04|effect\ybfire_04.bmp
Official/External_accessories/fie-04|외부소품\fie-04.bmp
Official/illust/_Orc_Warrior_Pet|유저인터페이스\illust\펫_오크워리어.bmp
Official/item/Stiletto_angel_wings|유저인터페이스\item\천사날개단검.bmp
Official/Morroc/antegg-2|모로코\antegg-2.bmp
Official/item/A_blue_card|유저인터페이스\item\파란카드a.bmp
Official/event/3rd_fence01|event\3rd_fence01.bmp
Official/Other_villages/sa_dol2 copy|기타마을\sa_dol2 copy.bmp
Official/Field_Floor/Coastal_bottom_boundary_02|필드바닥\해안경계바닥02.bmp
Official/item/Old_iron|유저인터페이스\item\낡은철판.bmp
Official/basic_interface/txtbox_m|유저인터페이스\basic_interface\txtbox_m.bmp
Official/illust/heri2|유저인터페이스\illust\heri2.bmp
Official/Field_Floor/moc-assin_02|필드바닥\moc-assin_02.bmp
Official/effect/storm gust|effect\storm gust.str
Official/item/Ashurah|유저인터페이스\item\아슈라.bmp
Official/collection/Crescent_Outsider|유저인터페이스\collection\크레센트사이더.bmp
Official/Other_villages/busi_hotelsiw03|기타마을\busi_hotelsiw03.bmp
Official/Other_villages/nx_1 copy|기타마을\nx_1 copy.bmp
Official/Other_villages/fr_woh07|기타마을\fr_woh07.bmp
Official/item/tk_hptime|유저인터페이스\item\tk_hptime.bmp
Official/collection/Alsueopneunaekchebyeong|유저인터페이스\collection\알수없는액체병.bmp
Official/Field_Floor/dg1_bottom05|필드바닥\dg1_bottom05.bmp
Official/basic_interface/auction_buy|유저인터페이스\basic_interface\auction_buy.bmp
Official/item/Broken_farm_equipment.|유저인터페이스\item\부러진농기구.bmp
Official/item/Gebeuneyiuigunhwa|유저인터페이스\item\게브네이의군화.bmp
Official/Other_villages/al-crn1|기타마을\al-crn1.bmp
Official/collection/File_Bunker|유저인터페이스\collection\파일벙커.bmp
Official/Internal_Accessories/mdesk2|내부소품\mdesk2.bmp
Official/item/cr_aciddemonstration|유저인터페이스\item\cr_aciddemonstration.bmp
Official/effect/sand4|effect\sand4.bmp
Official/collection/Enhanced_Shield|유저인터페이스\collection\강화쉴드.bmp
Official/Other_villages/st_bardoor|기타마을\st_bardoor.bmp
Official/collection/Old_male_rhythm|유저인터페이스\collection\낡은숫가락.bmp
Official/User_Interface/btn_resize|유저인터페이스\btn_resize.bmp
Official/User_Interface/sysbox_md|유저인터페이스\sysbox_md.bmp
Official/collection/Ipemunmulgogi|유저인터페이스\collection\입에문물고기.bmp
Official/collection/Simpanuisyol|유저인터페이스\collection\심판의숄.bmp
Official/collection/Canned_Shinmyo|유저인터페이스\collection\신묘_통조림.bmp
Official/Other_villages/fr_woh01|기타마을\fr_woh01.bmp
Official/collection/Rusty_surigeom|유저인터페이스\collection\녹슨수리검.bmp
Official/effect/Stealth_Field|effect\스텔스필드.tga
Official/item/Blue_card_e|유저인터페이스\item\파란카드e.bmp
Official/item/Corn_ninety-two|유저인터페이스\item\옥수수구이.bmp
Official/effect/pong1|effect\pong1.bmp
Official/cardbmp/Ekiohkadeu|유저인터페이스\cardbmp\에키오카드.bmp
Official/item/Pesky_raccoon|유저인터페이스\item\귀찮은너구리.bmp
Official/Internal_Accessories/oc-1|내부소품\oc-1.bmp
Official/Others_within_the_town/ta_silk|기타마을내부\ta_silk.bmp
Official/splen/jt_spl02|splen\jt_spl02.bmp
Official/Field_Floor/moc-assin_03|필드바닥\moc-assin_03.bmp
Official/collection/Cubs_Devil's_Wings|유저인터페이스\collection\새끼악마의날개.bmp
Official/Morroc/mo-house-roof|모로코\mo-house-roof.bmp
Official/cardbmp/Beth_buffer_card|유저인터페이스\cardbmp\베스퍼카드.bmp
Official/dicastes/dic_bottom00|dicastes\dic_bottom00.bmp
Official/Internal_Accessories/wa|내부소품\wa.bmp
Official/Peyiyon/kung_03|페이욘\kung_03.bmp
Official/Other_villages/fr_woh03|기타마을\fr_woh03.bmp
Official/effect/iceparticle|effect\iceparticle.bmp
Official/Other_villages/cursed_straw01|기타마을\cursed_straw01.bmp
Official/item/Blue_card_g|유저인터페이스\item\파란카드g.bmp
Official/item/Grains_of_small_light|유저인터페이스\item\작은빛의알갱이.bmp
Official/Field_Floor/dg1_bottom06|필드바닥\dg1_bottom06.bmp
Official/item/sa_freecast|유저인터페이스\item\sa_freecast.bmp
Official/collection/Meorikarakbaem|유저인터페이스\collection\머리카락뱀.bmp
Official/item/Lunatic_Brooch|유저인터페이스\item\루나틱브로치.bmp
Official/Internal_Accessories/samak_jap copy|내부소품\samak_jap copy.bmp
Official/Peyiyon/w_04|페이욘\w_04.bmp
Official/Internal_Accessories/clockt_back&pipe|내부소품\clockt_back&pipe.bmp
Official/Other_villages/hu_bun02|기타마을\hu_bun02.bmp
Official/Others_within_the_town/hw_wall|기타마을내부\hw_wall.bmp
Official/item/Seukelbon|유저인터페이스\item\스켈본.bmp
Official/item/hp_meditatio|유저인터페이스\item\hp_meditatio.bmp
Official/item/Proof_of_Orc_Warrior|유저인터페이스\item\오크전사의증표.bmp
Official/item/al_warp|유저인터페이스\item\al_warp.bmp
Official/collection/Daejiuihwal|유저인터페이스\collection\대지의활.bmp
Official/Prontera/pron-lib-r|프론테라\pron-lib-r.bmp
Official/Other_villages/fr_woh05|기타마을\fr_woh05.bmp
Official/dicastes/dic_g03|dicastes\dic_g03.bmp
Official/item/Blue_Card_i|유저인터페이스\item\파란카드i.bmp
Official/item/Smile|유저인터페이스\item\스마일.bmp
Official/illust/bat_crua1|유저인터페이스\illust\bat_crua1.bmp
Official/collection/Coconut|유저인터페이스\collection\코코넛.bmp
Official/collection/Fragments_of_memories_Hong_Kong|유저인터페이스\collection\기억의파편_홍.bmp
Official/item/cavaliermastery|유저인터페이스\item\cavaliermastery.bmp
Official/Other_villages/cursed_abbey10|기타마을\cursed_abbey10.bmp
Official/dicastes/dic_o01|dicastes\dic_o01.bmp
Official/Field_Floor/moc-assin_04|필드바닥\moc-assin_04.bmp
Official/collection/Tumyeongpan_04|유저인터페이스\collection\투명판04.bmp
Official/item/Cold_soup|유저인터페이스\item\시원한육수.bmp
Official/dicastes/dic_bottom01|dicastes\dic_bottom01.bmp
Official/Other_villages/desert_consul08|기타마을\desert_consul08.bmp
Official/Others_within_the_town/co_in_be03|기타마을내부\co_in_be03.bmp
Official/effect/black_hammer_small|effect\black_hammer_small.bmp
Official/map/ein_dun02|유저인터페이스\map\ein_dun02.bmp
Official/item/Scarlett_Point|유저인터페이스\item\스칼렛포인트.bmp
Official/illust/cat_g_01|유저인터페이스\illust\cat_g_01.bmp
Official/dicastes/dic_g07|dicastes\dic_g07.bmp
Official/splen/splen_prison01|splen\splen_prison01.bmp
Official/User_Interface/t2_Carrick_2-3|유저인터페이스\t2_캐릭2-3.tga
Official/item/K_blue_card|유저인터페이스\item\파란카드k.bmp
Official/Internal_Accessories/mo-ba-ch|내부소품\mo-ba-ch.bmp
Official/item/Raccoon_Leaf|유저인터페이스\item\너구리나뭇잎.bmp
Official/item/Monkey's_nails|유저인터페이스\item\원숭이의손톱.bmp
Official/Internal_Accessories/fangel_arm copy|내부소품\fangel_arm copy.bmp
Official/dicastes/dic_o05|dicastes\dic_o05.bmp
Official/User_Interface/btn_make|유저인터페이스\btn_make.bmp
Official/External_accessories/bf1_fencea01|외부소품\bf1_fencea01.bmp
Official/map/nyd_dun02|유저인터페이스\map\nyd_dun02.bmp
Official/effect/pokjuk_jap|effect\pokjuk_jap.str
Official/item/Heonhurayipen|유저인터페이스\item\헌후라이펜.bmp
Official/illust/cat_g_02|유저인터페이스\illust\cat_g_02.bmp
Official/collection/_Copy_medal|유저인터페이스\collection\훈장_복사.bmp
Official/Morroc/moc_ruinh03|모로코\moc_ruinh03.bmp
Official/Other_villages/st_ch001|기타마을\st_ch001.bmp
Official/splen/splen_prison02|splen\splen_prison02.bmp
Official/item/Blue_Card_m|유저인터페이스\item\파란카드m.bmp
Official/illust/bat_crua2|유저인터페이스\illust\bat_crua2.bmp
Official/Other_villages/pe_br01|기타마을\pe_br01.bmp
Official/Internal_Accessories/ha01|내부소품\ha01.bmp
Official/item/Bereusereukeu|유저인터페이스\item\베르세르크.bmp
Official/Field_Floor/moc-assin_05|필드바닥\moc-assin_05.bmp
Official/illust/Petmedusa|유저인터페이스\illust\펫_medusa.bmp
Official/External_accessories/prt-bri-00|외부소품\prt-bri-00.bmp
Official/External_accessories/prt-bri-02|외부소품\prt-bri-02.bmp
Official/collection/Melronpoktanjejochaek|유저인터페이스\collection\멜론폭탄제조책.bmp
Official/dicastes/dic_bottom02|dicastes\dic_bottom02.bmp
Official/item/Flute_ONET|유저인터페이스\item\피리오네.bmp
Official/illust/cat_g_03|유저인터페이스\illust\cat_g_03.bmp
Official/item/Gaebolgeu|유저인터페이스\item\가에볼그.bmp
Official/effect/twirl|effect\twirl.bmp
Official/effect/piero|effect\piero.bmp
Official/Other_villages/st_ch003|기타마을\st_ch003.bmp
Official/item/Blue_Card_o|유저인터페이스\item\파란카드o.bmp
Official/Other_villages/russia_basilius03|기타마을\russia_basilius03.bmp
Official/Other_villages/pe_br05|기타마을\pe_br05.bmp
Official/payon/nam1_11|payon\nam1_11.bmp
Official/Other_villages/t_001|기타마을\t_001.bmp
Official/item/nj_suiton|유저인터페이스\item\nj_suiton.bmp
Official/collection/Yellow_powder|유저인터페이스\collection\노란색가루.bmp
Official/External_accessories/bf1_fenceb01|외부소품\bf1_fenceb01.bmp
Official/User_Interface/t2_background,_1-3|유저인터페이스\t2_배경1-3.bmp
Official/illust/cat_g_04|유저인터페이스\illust\cat_g_04.bmp
Official/map/izlude|유저인터페이스\map\izlude.bmp
Official/Morroc/moc_ruinh01|모로코\moc_ruinh01.bmp
Official/Other_villages/st_ch005|기타마을\st_ch005.bmp
Official/item/Blue_Card_q|유저인터페이스\item\파란카드q.bmp
Official/item/rg_tunneldrive|유저인터페이스\item\rg_tunneldrive.bmp
Official/Field_Floor/Coastal_bottom_boundary_03|필드바닥\해안경계바닥03.bmp
Official/item/wz_yufitel|유저인터페이스\item\wz_yufitel.bmp
Official/cardbmp/Hatikadeu|유저인터페이스\cardbmp\하티카드.bmp
Official/Other_villages/cursed_abbey01|기타마을\cursed_abbey01.bmp
Official/Other_villages/busi_hotelpill|기타마을\busi_hotelpill.bmp
Official/User_Interface/t4_background,_1-3|유저인터페이스\t4_배경1-3.bmp
Official/item/Reokyori_03|유저인터페이스\item\럭요리03.bmp
Official/dicastes/dic_bottom03|dicastes\dic_bottom03.bmp
Official/item/Wanguijeungmyeong|유저인터페이스\item\왕의증명.bmp
Official/collection/Punnet|유저인터페이스\collection\과일바구니.bmp
Official/illust/cat_g_05|유저인터페이스\illust\cat_g_05.bmp
Official/effect/w_b_07|effect\w_b_07.tga
Official/effect/w_b_26|effect\w_b_26.tga
Official/Morroc/moc_ruinh02|모로코\moc_ruinh02.bmp
Official/item/sl_blacksmith|유저인터페이스\item\sl_blacksmith.bmp
Official/item/S_Blue_Card|유저인터페이스\item\파란카드s.bmp
Official/collection/Bridal_wreath|유저인터페이스\collection\신부의화관.bmp
Official/collection/Rotten_rope|유저인터페이스\collection\썩은밧줄.bmp
Official/texture/ge-f-01|ge-f-01.bmp
Official/Namujapchokkot/newtree_01|나무잡초꽃\newtree_01.bmp
Official/basic_interface/txtbox_btn_a|유저인터페이스\basic_interface\txtbox_btn_a.bmp
Official/item/Balkan_wavelet_mag|유저인터페이스\item\발칸블릿탄창.bmp
Official/Field_Floor/dg2_bottom01|필드바닥\dg2_bottom01.bmp
Official/illust/job_wizard_maria01|유저인터페이스\illust\job_wizard_maria01.bmp
Official/Others_within_the_town/st_tile010|기타마을내부\st_tile010.bmp
Official/Morroc/mo-inn-wall1|모로코\mo-inn-wall1.bmp
Official/Morroc/mo-inn-wall3|모로코\mo-inn-wall3.bmp
Official/Other_villages/ch_cb01|기타마을\ch_cb01.bmp
Official/Others_within_the_town/ve_bottom|기타마을내부\ve_bottom.bmp
Official/item/Reokyori_07|유저인터페이스\item\럭요리07.bmp
Official/cardbmp/Mimic_Card|유저인터페이스\cardbmp\미믹카드.bmp
Official/collection/Ring_of_Death|유저인터페이스\collection\죽음의고리_.bmp
Official/External_accessories/bf1_fenceb02|외부소품\bf1_fenceb02.bmp
Official/illust/cat_g_06|유저인터페이스\illust\cat_g_06.bmp
Official/effect/4-Archers_ready.|effect\불화살4.tga
Official/effect/Dedeulriinpekteu|effect\데들리인펙트.tga
Official/map/bossmonster|유저인터페이스\map\bossmonster.bmp
Official/collection/Black_lumps|유저인터페이스\collection\검은덩어리.bmp
Official/Morroc/mo-sang-roof|모로코\mo-sang-roof.bmp
Official/item/U_blue_card|유저인터페이스\item\파란카드u.bmp
Official/User_Interface/btn_back|유저인터페이스\btn_back.bmp
Official/map/kh_dun02|유저인터페이스\map\kh_dun02.bmp
Official/item/gd_development|유저인터페이스\item\gd_development.bmp
Official/effect/bs_refinefailed|effect\bs_refinefailed.str
Official/illust/job_wizard_maria02|유저인터페이스\illust\job_wizard_maria02.bmp
